"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bouwen en wonen/Woningvoorraad/Voorraad op 1 januari (aantal)";"Onderwijs/Naar schoolgemeente/Leerlingen/Basisonderwijs (aantal)"
"2001";"Appingedam";12434;5561;1100
"2002";"Appingedam";12443;5599;1090
"2003";"Appingedam";12467;5611;1029
"2004";"Appingedam";12415;5628;1050
"2005";"Appingedam";12437;5596;1082
"2006";"Appingedam";12291;5583;1051
"2007";"Appingedam";12187;5514;1019
"2008";"Appingedam";12131;5513;1020
"2009";"Appingedam";12114;5521;1009
"2010";"Appingedam";12032;5524;980
"2011";"Appingedam";12090;5524;1000
"2012";"Appingedam";12053;5732;966
"2013";"Appingedam";12053;5785;925
"2014";"Appingedam";12064;5840;934
"2015";"Appingedam";12011;5850;931
"2016";"Appingedam";12001;5881;924
"2017";"Appingedam";11971;5899;924
"2018";"Appingedam";11801;5925;925
"2019";"Appingedam";11721;6032;878
"2020";"Appingedam";11642;6042;892
"2021";"Appingedam";;;
"2022";"Appingedam";;;
"2000";"Arcen en Velden";9118;3427;961
"2001";"Arcen en Velden";8990;3415;951
"2002";"Arcen en Velden";8962;3450;910
"2003";"Arcen en Velden";8948;3454;918
"2004";"Arcen en Velden";8870;3474;888
"2005";"Arcen en Velden";8892;3505;866
"2006";"Arcen en Velden";8864;3565;862
"2007";"Arcen en Velden";8780;3578;837
"2008";"Arcen en Velden";8743;3639;829
"2009";"Arcen en Velden";8711;3677;776
"2010";"Arcen en Velden";;;
"2011";"Arcen en Velden";;;
"2012";"Arcen en Velden";;;
"2013";"Arcen en Velden";;;
"2014";"Arcen en Velden";;;
"2015";"Arcen en Velden";;;
"2016";"Arcen en Velden";;;
"2017";"Arcen en Velden";;;
"2018";"Arcen en Velden";;;
"2019";"Arcen en Velden";;;
"2020";"Arcen en Velden";;;
"2021";"Arcen en Velden";;;
"2022";"Arcen en Velden";;;
"2000";"Arnemuiden";;;
"2001";"Arnemuiden";;;
"2002";"Arnemuiden";;;
"2003";"Arnemuiden";;;
"2004";"Arnemuiden";;;
"2005";"Arnemuiden";;;
"2006";"Arnemuiden";;;
"2007";"Arnemuiden";;;
"2008";"Arnemuiden";;;
"2009";"Arnemuiden";;;
"2010";"Arnemuiden";;;
"2011";"Arnemuiden";;;
"2012";"Arnemuiden";;;
"2013";"Arnemuiden";;;
"2014";"Arnemuiden";;;
"2015";"Arnemuiden";;;
"2016";"Arnemuiden";;;
"2017";"Arnemuiden";;;
"2018";"Arnemuiden";;;
"2019";"Arnemuiden";;;
"2020";"Arnemuiden";;;
"2021";"Arnemuiden";;;
"2022";"Arnemuiden";;;
"2000";"Arnhem";138154;63102;11434
"2001";"Arnhem";139329;63541;11609
"2002";"Arnhem";140736;63898;11595
"2003";"Arnhem";141528;63747;11597
"2004";"Arnhem";141601;63832;11669
"2005";"Arnhem";141321;64370;11584
"2006";"Arnhem";142195;64995;11719
"2007";"Arnhem";142569;65441;11872
"2008";"Arnhem";143582;66264;12122
"2009";"Arnhem";145574;67018;12267
"2010";"Arnhem";147018;68096;12300
"2011";"Arnhem";148070;68127;12421
"2012";"Arnhem";149271;69605;12575
"2013";"Arnhem";149827;70571;12575
"2014";"Arnhem";150823;71114;12637
"2015";"Arnhem";152293;71962;12583
"2016";"Arnhem";153818;72711;12708
"2017";"Arnhem";155699;73640;12824
"2018";"Arnhem";157223;74416;12765
"2019";"Arnhem";159265;75632;12693
"2020";"Arnhem";161348;76737;12532
"2021";"Arnhem";162424;77839;12351
"2022";"Arnhem";163888;79065;
"2000";"Assen";58445;24943;5896
"2001";"Assen";59006;25285;6151
"2002";"Assen";60230;25512;6291
"2003";"Assen";61577;25951;6322
"2004";"Assen";61925;26358;6395
"2005";"Assen";62755;26715;6507
"2006";"Assen";63383;27270;6628
"2007";"Assen";64391;27850;6769
"2008";"Assen";65487;28565;6539
"2009";"Assen";66369;29223;6842
"2010";"Assen";66857;29622;6870
"2011";"Assen";67177;29702;6813
"2012";"Assen";67208;29854;6831
"2013";"Assen";67204;30183;6782
"2014";"Assen";67190;30539;6594
"2015";"Assen";67165;30737;6427
"2016";"Assen";67061;30691;6350
"2017";"Assen";67551;30995;6249
"2018";"Assen";67708;31424;6139
"2019";"Assen";67963;31570;5898
"2020";"Assen";68599;32154;5715
"2021";"Assen";68836;32538;5561
"2022";"Assen";68979;32680;
"2000";"Asten";15779;5694;1758
"2001";"Asten";15789;5734;1708
"2002";"Asten";15936;5804;1675
"2003";"Asten";16091;5933;1690
"2004";"Asten";16138;6088;1678
"2005";"Asten";16261;6102;1669
"2006";"Asten";16299;6208;1655
"2007";"Asten";16374;6327;1660
"2008";"Asten";16392;6408;1620
"2009";"Asten";16363;6457;1606
"2010";"Asten";16335;6522;1587
"2011";"Asten";16296;6599;1559
"2012";"Asten";16404;6337;1546
"2013";"Asten";16392;6464;1503
"2014";"Asten";16440;6662;1490
"2015";"Asten";16559;6698;1411
"2016";"Asten";16580;6717;1347
"2017";"Asten";16714;6768;1296
"2018";"Asten";16719;6803;1252
"2019";"Asten";16710;6853;1238
"2020";"Asten";16721;6899;1190
"2021";"Asten";16817;7069;1180
"2022";"Asten";17068;7146;
"2000";"Avereest";15286;5717;1478
"2001";"Avereest";;;
"2002";"Avereest";;;
"2003";"Avereest";;;
"2004";"Avereest";;;
"2005";"Avereest";;;
"2006";"Avereest";;;
"2007";"Avereest";;;
"2008";"Avereest";;;
"2009";"Avereest";;;
"2010";"Avereest";;;
"2011";"Avereest";;;
"2012";"Avereest";;;
"2013";"Avereest";;;
"2014";"Avereest";;;
"2015";"Avereest";;;
"2016";"Avereest";;;
"2017";"Avereest";;;
"2018";"Avereest";;;
"2019";"Avereest";;;
"2020";"Avereest";;;
"2021";"Avereest";;;
"2022";"Avereest";;;
"2000";"Axel";12165;5367;1136
"2001";"Axel";12280;5399;1100
"2002";"Axel";12316;5415;1077
"2003";"Axel";;;
"2004";"Axel";;;
"2005";"Axel";;;
"2006";"Axel";;;
"2007";"Axel";;;
"2008";"Axel";;;
"2009";"Axel";;;
"2010";"Axel";;;
"2011";"Axel";;;
"2012";"Axel";;;
"2013";"Axel";;;
"2014";"Axel";;;
"2015";"Axel";;;
"2016";"Axel";;;
"2017";"Axel";;;
"2018";"Axel";;;
"2019";"Axel";;;
"2020";"Axel";;;
"2021";"Axel";;;
"2022";"Axel";;;
"2000";"Baarle-Nassau";6192;2355;527
"2001";"Baarle-Nassau";6312;2352;523
"2002";"Baarle-Nassau";6468;2366;516
"2003";"Baarle-Nassau";6507;2374;502
"2004";"Baarle-Nassau";6545;2380;489
"2005";"Baarle-Nassau";6581;2403;462
"2006";"Baarle-Nassau";6648;2413;448
"2007";"Baarle-Nassau";6674;2463;447
"2008";"Baarle-Nassau";6664;2476;431
"2009";"Baarle-Nassau";6682;2513;438
"2010";"Baarle-Nassau";6703;2531;441
"2011";"Baarle-Nassau";6704;2526;434
"2012";"Baarle-Nassau";6722;2681;445
"2013";"Baarle-Nassau";6699;2706;442
"2014";"Baarle-Nassau";6612;2727;440
"2015";"Baarle-Nassau";6599;2744;414
"2016";"Baarle-Nassau";6611;2746;402
"2017";"Baarle-Nassau";6657;2770;410
"2018";"Baarle-Nassau";6799;2832;420
"2019";"Baarle-Nassau";6847;2852;412
"2020";"Baarle-Nassau";6859;2875;404
"2021";"Baarle-Nassau";6899;2916;416
"2022";"Baarle-Nassau";6931;2955;
"2000";"Baarn";24508;10309;2173
"2001";"Baarn";24526;10318;2159
"2002";"Baarn";24469;10330;2184
"2003";"Baarn";24423;10352;2158
"2004";"Baarn";24503;10362;2172
"2005";"Baarn";24416;10389;2212
"2006";"Baarn";24513;10500;2210
"2007";"Baarn";24375;10516;2220
"2008";"Baarn";24406;10514;2223
"2009";"Baarn";24335;10561;2218
"2010";"Baarn";24317;10669;2208
"2011";"Baarn";24379;10709;2162
"2012";"Baarn";24352;11071;2125
"2013";"Baarn";24277;11228;2088
"2014";"Baarn";24314;11439;2052
"2015";"Baarn";24406;11586;2039
"2016";"Baarn";24521;11586;2041
"2017";"Baarn";24529;11676;2065
"2018";"Baarn";24630;11564;2081
"2019";"Baarn";24767;11647;2058
"2020";"Baarn";24868;11679;2025
"2021";"Baarn";24792;11700;1969
"2022";"Baarn";24876;11766;
"2000";"Bakel en Milheeze";;;
"2001";"Bakel en Milheeze";;;
"2002";"Bakel en Milheeze";;;
"2003";"Bakel en Milheeze";;;
"2004";"Bakel en Milheeze";;;
"2005";"Bakel en Milheeze";;;
"2006";"Bakel en Milheeze";;;
"2007";"Bakel en Milheeze";;;
"2008";"Bakel en Milheeze";;;
"2009";"Bakel en Milheeze";;;
"2010";"Bakel en Milheeze";;;
"2011";"Bakel en Milheeze";;;
"2012";"Bakel en Milheeze";;;
"2013";"Bakel en Milheeze";;;
"2014";"Bakel en Milheeze";;;
"2015";"Bakel en Milheeze";;;
"2016";"Bakel en Milheeze";;;
"2017";"Bakel en Milheeze";;;
"2018";"Bakel en Milheeze";;;
"2019";"Bakel en Milheeze";;;
"2020";"Bakel en Milheeze";;;
"2021";"Bakel en Milheeze";;;
"2022";"Bakel en Milheeze";;;
"2000";"Barendrecht";28848;11286;3425
"2001";"Barendrecht";30976;12006;3928
"2002";"Barendrecht";33894;13150;3938
"2003";"Barendrecht";35880;13888;4167
"2004";"Barendrecht";37257;14469;4430
"2005";"Barendrecht";39294;15312;4660
"2006";"Barendrecht";41249;16062;4947
"2007";"Barendrecht";43044;16807;5275
"2008";"Barendrecht";44962;17637;5500
"2009";"Barendrecht";45861;18029;5570
"2010";"Barendrecht";46449;18286;5596
"2011";"Barendrecht";46831;18356;5586
"2012";"Barendrecht";47053;18421;5544
"2013";"Barendrecht";47371;18760;5401
"2014";"Barendrecht";47377;18806;5249
"2015";"Barendrecht";47521;18867;5103
"2016";"Barendrecht";47861;18918;5049
"2017";"Barendrecht";48344;19131;5023
"2018";"Barendrecht";48477;19184;4947
"2019";"Barendrecht";48673;19256;4874
"2020";"Barendrecht";48714;19416;4832
"2021";"Barendrecht";48643;19433;4716
"2022";"Barendrecht";48714;19594;
"2000";"Barneveld";47744;15923;6362
"2001";"Barneveld";48298;16087;6482
"2002";"Barneveld";48958;16278;6445
"2003";"Barneveld";49423;16481;6529
"2004";"Barneveld";50019;16662;6550
"2005";"Barneveld";50026;16893;6582
"2006";"Barneveld";50448;17114;6577
"2007";"Barneveld";50953;17607;6580
"2008";"Barneveld";51486;18068;6588
"2009";"Barneveld";52066;18224;6512
"2010";"Barneveld";52490;18509;6521
"2011";"Barneveld";53026;18779;6406
"2012";"Barneveld";53521;19699;6276
"2013";"Barneveld";53751;19835;6311
"2014";"Barneveld";54152;20113;6262
"2015";"Barneveld";54703;20598;6361
"2016";"Barneveld";55441;20938;6373
"2017";"Barneveld";56376;21330;6408
"2018";"Barneveld";57339;21926;6464
"2019";"Barneveld";57971;22249;6533
"2020";"Barneveld";59082;22799;6678
"2021";"Barneveld";59992;23146;6886
"2022";"Barneveld";60584;23379;
"2000";"Bathmen";5193;2048;533
"2001";"Bathmen";5224;2072;551
"2002";"Bathmen";5238;2096;565
"2003";"Bathmen";5280;2087;581
"2004";"Bathmen";5328;2146;599
"2005";"Bathmen";;;
"2006";"Bathmen";;;
"2007";"Bathmen";;;
"2008";"Bathmen";;;
"2009";"Bathmen";;;
"2010";"Bathmen";;;
"2011";"Bathmen";;;
"2012";"Bathmen";;;
"2013";"Bathmen";;;
"2014";"Bathmen";;;
"2015";"Bathmen";;;
"2016";"Bathmen";;;
"2017";"Bathmen";;;
"2018";"Bathmen";;;
"2019";"Bathmen";;;
"2020";"Bathmen";;;
"2021";"Bathmen";;;
"2022";"Bathmen";;;
"2000";"Bedum";10859;4115;1298
"2001";"Bedum";10877;4115;1285
"2002";"Bedum";10916;4149;1239
"2003";"Bedum";10883;4138;1200
"2004";"Bedum";10816;4158;1177
"2005";"Bedum";10733;4151;1137
"2006";"Bedum";10675;4149;1124
"2007";"Bedum";10601;4277;1100
"2008";"Bedum";10550;4281;1072
"2009";"Bedum";10462;4281;1065
"2010";"Bedum";10447;4321;1030
"2011";"Bedum";10495;4356;992
"2012";"Bedum";10508;4424;980
"2013";"Bedum";10553;4464;951
"2014";"Bedum";10494;4500;874
"2015";"Bedum";10441;4529;873
"2016";"Bedum";10433;4570;867
"2017";"Bedum";10479;4569;835
"2018";"Bedum";10475;4614;841
"2019";"Bedum";;;
"2020";"Bedum";;;
"2021";"Bedum";;;
"2022";"Bedum";;;
"2000";"Beek (L.)";17150;7064;1621
"2001";"Beek (L.)";17174;7129;1644
"2002";"Beek (L.)";17120;7146;1594
"2003";"Beek (L.)";17065;7158;1567
"2004";"Beek (L.)";17105;7218;1583
"2005";"Beek (L.)";17020;7223;1586
"2006";"Beek (L.)";16926;7226;1528
"2007";"Beek (L.)";16717;7233;1486
"2008";"Beek (L.)";16696;7275;1408
"2009";"Beek (L.)";16607;7312;1352
"2010";"Beek (L.)";16579;7376;1281
"2011";"Beek (L.)";16548;7380;1211
"2012";"Beek (L.)";16457;7360;1153
"2013";"Beek (L.)";16367;7373;1104
"2014";"Beek (L.)";16271;7417;1038
"2015";"Beek (L.)";16214;7416;997
"2016";"Beek (L.)";16068;7415;953
"2017";"Beek (L.)";15951;7410;910
"2018";"Beek (L.)";15895;7424;930
"2019";"Beek (L.)";15929;7485;956
"2020";"Beek (L.)";15865;7488;968
"2021";"Beek (L.)";15875;7496;960
"2022";"Beek (L.)";15817;7505;
"2000";"Beek en Donk";;;
"2001";"Beek en Donk";;;
"2002";"Beek en Donk";;;
"2003";"Beek en Donk";;;
"2004";"Beek en Donk";;;
"2005";"Beek en Donk";;;
"2006";"Beek en Donk";;;
"2007";"Beek en Donk";;;
"2008";"Beek en Donk";;;
"2009";"Beek en Donk";;;
"2010";"Beek en Donk";;;
"2011";"Beek en Donk";;;
"2012";"Beek en Donk";;;
"2013";"Beek en Donk";;;
"2014";"Beek en Donk";;;
"2015";"Beek en Donk";;;
"2016";"Beek en Donk";;;
"2017";"Beek en Donk";;;
"2018";"Beek en Donk";;;
"2019";"Beek en Donk";;;
"2020";"Beek en Donk";;;
"2021";"Beek en Donk";;;
"2022";"Beek en Donk";;;
"2000";"Beekdaelen";;;
"2001";"Beekdaelen";;;
"2002";"Beekdaelen";;;
"2003";"Beekdaelen";;;
"2004";"Beekdaelen";;;
"2005";"Beekdaelen";;;
"2006";"Beekdaelen";;;
"2007";"Beekdaelen";;;
"2008";"Beekdaelen";;;
"2009";"Beekdaelen";;;
"2010";"Beekdaelen";;;
"2011";"Beekdaelen";;;
"2012";"Beekdaelen";;;
"2013";"Beekdaelen";;;
"2014";"Beekdaelen";;;
"2015";"Beekdaelen";;;
"2016";"Beekdaelen";;;
"2017";"Beekdaelen";;;
"2018";"Beekdaelen";;;
"2019";"Beekdaelen";35727;16635;2431
"2020";"Beekdaelen";35938;16635;2414
"2021";"Beekdaelen";36065;16711;2409
"2022";"Beekdaelen";35922;16722;
"2000";"Beemster";8412;3245;879
"2001";"Beemster";8451;3249;893
"2002";"Beemster";8583;3308;888
"2003";"Beemster";8536;3310;906
"2004";"Beemster";8541;3311;902
"2005";"Beemster";8524;3350;883
"2006";"Beemster";8515;3346;854
"2007";"Beemster";8476;3381;828
"2008";"Beemster";8474;3382;800
"2009";"Beemster";8564;3383;795
"2010";"Beemster";8584;3416;798
"2011";"Beemster";8573;3436;773
"2012";"Beemster";8719;3422;756
"2013";"Beemster";8785;3432;730
"2014";"Beemster";8910;3635;758
"2015";"Beemster";8903;3641;756
"2016";"Beemster";8958;3657;766
"2017";"Beemster";9205;3790;789
"2018";"Beemster";9550;3836;831
"2019";"Beemster";9748;3941;877
"2020";"Beemster";10022;4036;905
"2021";"Beemster";10110;4051;934
"2022";"Beemster";;;
"2000";"Beesel";13158;5117;1290
"2001";"Beesel";13189;5224;1304
"2002";"Beesel";13403;5316;1300
"2003";"Beesel";13466;5323;1282
"2004";"Beesel";13341;5326;1304
"2005";"Beesel";13401;5413;1298
"2006";"Beesel";13521;5495;1309
"2007";"Beesel";13646;5522;1321
"2008";"Beesel";13643;5738;1303
"2009";"Beesel";13795;5825;1287
"2010";"Beesel";13902;5862;1266
"2011";"Beesel";13844;5866;1238
"2012";"Beesel";13742;5939;1205
"2013";"Beesel";13688;5925;1155
"2014";"Beesel";13617;5904;1097
"2015";"Beesel";13511;5911;1085
"2016";"Beesel";13388;5882;1050
"2017";"Beesel";13405;5888;1013
"2018";"Beesel";13444;5946;957
"2019";"Beesel";13519;5959;945
"2020";"Beesel";13482;5965;930
"2021";"Beesel";13450;6040;880
"2022";"Beesel";13408;6067;
"2000";"Beilen";;;
"2001";"Beilen";;;
"2002";"Beilen";;;
"2003";"Beilen";;;
"2004";"Beilen";;;
"2005";"Beilen";;;
"2006";"Beilen";;;
"2007";"Beilen";;;
"2008";"Beilen";;;
"2009";"Beilen";;;
"2010";"Beilen";;;
"2011";"Beilen";;;
"2012";"Beilen";;;
"2013";"Beilen";;;
"2014";"Beilen";;;
"2015";"Beilen";;;
"2016";"Beilen";;;
"2017";"Beilen";;;
"2018";"Beilen";;;
"2019";"Beilen";;;
"2020";"Beilen";;;
"2021";"Beilen";;;
"2022";"Beilen";;;
"2000";"Belfeld";5408;2133;486
"2001";"Belfeld";;;
"2002";"Belfeld";;;
"2003";"Belfeld";;;
"2004";"Belfeld";;;
"2005";"Belfeld";;;
"2006";"Belfeld";;;
"2007";"Belfeld";;;
"2008";"Belfeld";;;
"2009";"Belfeld";;;
"2010";"Belfeld";;;
"2011";"Belfeld";;;
"2012";"Belfeld";;;
"2013";"Belfeld";;;
"2014";"Belfeld";;;
"2015";"Belfeld";;;
"2016";"Belfeld";;;
"2017";"Belfeld";;;
"2018";"Belfeld";;;
"2019";"Belfeld";;;
"2020";"Belfeld";;;
"2021";"Belfeld";;;
"2022";"Belfeld";;;
"2000";"Bellingwedde";9549;4085;841
"2001";"Bellingwedde";9748;4101;805
"2002";"Bellingwedde";9722;4093;807
"2003";"Bellingwedde";9671;4086;799
"2004";"Bellingwedde";9704;4110;792
"2005";"Bellingwedde";9694;4094;797
"2006";"Bellingwedde";9740;4096;794
"2007";"Bellingwedde";9514;4085;803
"2008";"Bellingwedde";9497;4087;773
"2009";"Bellingwedde";9270;4085;766
"2010";"Bellingwedde";9261;4105;748
"2011";"Bellingwedde";9402;4089;703
"2012";"Bellingwedde";9283;4168;651
"2013";"Bellingwedde";8985;4136;650
"2014";"Bellingwedde";8920;4136;625
"2015";"Bellingwedde";9154;4128;613
"2016";"Bellingwedde";8971;4116;567
"2017";"Bellingwedde";8919;4117;598
"2018";"Bellingwedde";;;
"2019";"Bellingwedde";;;
"2020";"Bellingwedde";;;
"2021";"Bellingwedde";;;
"2022";"Bellingwedde";;;
"2000";"Bemmel";17715;6621;1713
"2001";"Bemmel";41172;15628;4206
"2002";"Bemmel";41810;15626;4253
"2003";"Bemmel";;;
"2004";"Bemmel";;;
"2005";"Bemmel";;;
"2006";"Bemmel";;;
"2007";"Bemmel";;;
"2008";"Bemmel";;;
"2009";"Bemmel";;;
"2010";"Bemmel";;;
"2011";"Bemmel";;;
"2012";"Bemmel";;;
"2013";"Bemmel";;;
"2014";"Bemmel";;;
"2015";"Bemmel";;;
"2016";"Bemmel";;;
"2017";"Bemmel";;;
"2018";"Bemmel";;;
"2019";"Bemmel";;;
"2020";"Bemmel";;;
"2021";"Bemmel";;;
"2022";"Bemmel";;;
"2000";"Bennebroek";5108;2091;591
"2001";"Bennebroek";5226;2144;615
"2002";"Bennebroek";5329;2193;615
"2003";"Bennebroek";5307;2198;630
"2004";"Bennebroek";5225;2190;635
"2005";"Bennebroek";5145;2154;610
"2006";"Bennebroek";5131;2157;613
"2007";"Bennebroek";5156;2204;610
"2008";"Bennebroek";5094;2215;610
"2009";"Bennebroek";;;
"2010";"Bennebroek";;;
"2011";"Bennebroek";;;
"2012";"Bennebroek";;;
"2013";"Bennebroek";;;
"2014";"Bennebroek";;;
"2015";"Bennebroek";;;
"2016";"Bennebroek";;;
"2017";"Bennebroek";;;
"2018";"Bennebroek";;;
"2019";"Bennebroek";;;
"2020";"Bennebroek";;;
"2021";"Bennebroek";;;
"2022";"Bennebroek";;;
"2000";"Berg en Dal";;;
"2001";"Berg en Dal";;;
"2002";"Berg en Dal";;;
"2003";"Berg en Dal";;;
"2004";"Berg en Dal";;;
"2005";"Berg en Dal";;;
"2006";"Berg en Dal";;;
"2007";"Berg en Dal";;;
"2008";"Berg en Dal";;;
"2009";"Berg en Dal";;;
"2010";"Berg en Dal";;;
"2011";"Berg en Dal";;;
"2012";"Berg en Dal";;;
"2013";"Berg en Dal";;;
"2014";"Berg en Dal";;;
"2015";"Berg en Dal";;;
"2016";"Berg en Dal";34574;15282;2382
"2017";"Berg en Dal";34764;15397;2284
"2018";"Berg en Dal";34748;15518;2251
"2019";"Berg en Dal";34798;15619;2216
"2020";"Berg en Dal";34992;15802;2231
"2021";"Berg en Dal";35010;15854;2165
"2022";"Berg en Dal";34951;15920;
"2000";"Bergambacht";9209;3512;954
"2001";"Bergambacht";9269;3543;945
"2002";"Bergambacht";9225;3550;933
"2003";"Bergambacht";9227;3586;935
"2004";"Bergambacht";9280;3597;937
"2005";"Bergambacht";9269;3606;960
"2006";"Bergambacht";9398;3690;984
"2007";"Bergambacht";9482;3707;966
"2008";"Bergambacht";9517;3809;985
"2009";"Bergambacht";9649;3872;997
"2010";"Bergambacht";9729;3893;995
"2011";"Bergambacht";9801;3922;967
"2012";"Bergambacht";9908;3942;951
"2013";"Bergambacht";9938;4019;908
"2014";"Bergambacht";9970;4142;905
"2015";"Bergambacht";;;
"2016";"Bergambacht";;;
"2017";"Bergambacht";;;
"2018";"Bergambacht";;;
"2019";"Bergambacht";;;
"2020";"Bergambacht";;;
"2021";"Bergambacht";;;
"2022";"Bergambacht";;;
"2000";"Bergeijk";17906;6566;1909
"2001";"Bergeijk";17966;6635;1935
"2002";"Bergeijk";17974;6683;1959
"2003";"Bergeijk";18093;6713;1988
"2004";"Bergeijk";18137;6816;1963
"2005";"Bergeijk";18100;6847;1924
"2006";"Bergeijk";18060;6873;1889
"2007";"Bergeijk";18094;6880;1883
"2008";"Bergeijk";18099;6929;1818
"2009";"Bergeijk";18087;7012;1787
"2010";"Bergeijk";18061;7059;1728
"2011";"Bergeijk";18073;7143;1682
"2012";"Bergeijk";18123;7456;1630
"2013";"Bergeijk";18191;7573;1552
"2014";"Bergeijk";18256;7653;1515
"2015";"Bergeijk";18209;7679;1454
"2016";"Bergeijk";18253;7742;1434
"2017";"Bergeijk";18342;7770;1394
"2018";"Bergeijk";18398;7810;1379
"2019";"Bergeijk";18491;7870;1340
"2020";"Bergeijk";18635;7970;1284
"2021";"Bergeijk";18754;8027;1278
"2022";"Bergeijk";18879;8161;
"2000";"Bergen (L.)";13362;5052;1437
"2001";"Bergen (L.)";13444;5074;1427
"2002";"Bergen (L.)";13539;5113;1423
"2003";"Bergen (L.)";13463;5181;1393
"2004";"Bergen (L.)";13477;5198;1370
"2005";"Bergen (L.)";13576;5237;1377
"2006";"Bergen (L.)";13612;5248;1338
"2007";"Bergen (L.)";13561;5316;1287
"2008";"Bergen (L.)";13499;5335;1286
"2009";"Bergen (L.)";13402;5378;1234
"2010";"Bergen (L.)";13391;5398;1187
"2011";"Bergen (L.)";13350;5440;1128
"2012";"Bergen (L.)";13286;5480;1098
"2013";"Bergen (L.)";13275;5497;1028
"2014";"Bergen (L.)";13237;5552;981
"2015";"Bergen (L.)";13152;5594;937
"2016";"Bergen (L.)";13090;5619;916
"2017";"Bergen (L.)";13095;5669;910
"2018";"Bergen (L.)";13106;5683;882
"2019";"Bergen (L.)";13140;5723;869
"2020";"Bergen (L.)";13085;5760;852
"2021";"Bergen (L.)";13108;5793;835
"2022";"Bergen (L.)";13106;5802;
"2000";"Bergen (NH.)";13736;6068;1171
"2001";"Bergen (NH.)";31687;13404;2859
"2002";"Bergen (NH.)";31926;13394;2854
"2003";"Bergen (NH.)";31742;13396;2834
"2004";"Bergen (NH.)";31738;13635;2797
"2005";"Bergen (NH.)";31694;13738;2782
"2006";"Bergen (NH.)";31505;13744;2775
"2007";"Bergen (NH.)";31332;13941;2688
"2008";"Bergen (NH.)";31220;13983;2693
"2009";"Bergen (NH.)";31154;14049;2614
"2010";"Bergen (NH.)";30985;14055;2512
"2011";"Bergen (NH.)";30868;14108;2444
"2012";"Bergen (NH.)";30682;14658;2368
"2013";"Bergen (NH.)";30333;14635;2255
"2014";"Bergen (NH.)";30076;14988;2161
"2015";"Bergen (NH.)";30005;14986;2106
"2016";"Bergen (NH.)";29943;14976;2017
"2017";"Bergen (NH.)";29844;14992;1986
"2018";"Bergen (NH.)";29941;15113;1940
"2019";"Bergen (NH.)";29974;15209;1886
"2020";"Bergen (NH.)";29839;15344;1864
"2021";"Bergen (NH.)";29715;15353;1821
"2022";"Bergen (NH.)";29723;15383;
"2000";"Bergen op Zoom";65104;27370;6214
"2001";"Bergen op Zoom";65363;27547;6148
"2002";"Bergen op Zoom";65793;27734;6144
"2003";"Bergen op Zoom";66024;27770;6114
"2004";"Bergen op Zoom";66140;27765;6042
"2005";"Bergen op Zoom";66298;27984;6028
"2006";"Bergen op Zoom";65767;28107;5937
"2007";"Bergen op Zoom";65440;28151;5907
"2008";"Bergen op Zoom";65242;28413;5871
"2009";"Bergen op Zoom";65582;28766;5836
"2010";"Bergen op Zoom";65845;28987;5742
"2011";"Bergen op Zoom";66074;29080;5629
"2012";"Bergen op Zoom";66130;29604;5502
"2013";"Bergen op Zoom";66287;29739;5368
"2014";"Bergen op Zoom";66419;29887;5285
"2015";"Bergen op Zoom";66320;30010;5230
"2016";"Bergen op Zoom";66237;29738;5159
"2017";"Bergen op Zoom";66164;29916;5130
"2018";"Bergen op Zoom";66354;30047;5170
"2019";"Bergen op Zoom";66811;30380;5227
"2020";"Bergen op Zoom";67496;30884;5201
"2021";"Bergen op Zoom";67514;30921;5241
"2022";"Bergen op Zoom";67894;31172;
"2000";"Bergeyk";;;
"2001";"Bergeyk";;;
"2002";"Bergeyk";;;
"2003";"Bergeyk";;;
"2004";"Bergeyk";;;
"2005";"Bergeyk";;;
"2006";"Bergeyk";;;
"2007";"Bergeyk";;;
"2008";"Bergeyk";;;
"2009";"Bergeyk";;;
"2010";"Bergeyk";;;
"2011";"Bergeyk";;;
"2012";"Bergeyk";;;
"2013";"Bergeyk";;;
"2014";"Bergeyk";;;
"2015";"Bergeyk";;;
"2016";"Bergeyk";;;
"2017";"Bergeyk";;;
"2018";"Bergeyk";;;
"2019";"Bergeyk";;;
"2020";"Bergeyk";;;
"2021";"Bergeyk";;;
"2022";"Bergeyk";;;
"2000";"Bergh";18362;7068;1736
"2001";"Bergh";18429;7072;1749
"2002";"Bergh";18373;7067;1760
"2003";"Bergh";18416;7081;1794
"2004";"Bergh";18390;7164;1852
